# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-11-12 12:41:46 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 13305310 LEMHI RIVER BELOW L5 DIVERSION NEAR SALMON, ID
# -----------------------------------------------------------------------------------
#
# Data provided for site 13305310
#            TS   parameter     statistic     Description
#         46359       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	46359_00060_00003	46359_00060_00003_cd
USGS	13305310	2015-08-29	27.1	A
USGS	13305310	2015-08-30	27.3	A
USGS	13305310	2015-08-31	27.3	A
USGS	13305310	2015-09-01	27.2	A
USGS	13305310	2015-09-02	26.6	A
USGS	13305310	2015-09-03	27.1	A
USGS	13305310	2015-09-04	33.6	A
USGS	13305310	2015-09-05	35.6	A
USGS	13305310	2015-09-06	27.2	A
USGS	13305310	2015-09-07	27.3	A
USGS	13305310	2015-09-08	27.2	A
USGS	13305310	2015-09-09	27.1	A
USGS	13305310	2015-09-10	27.3	A
USGS	13305310	2015-09-11	27.7	A
USGS	13305310	2015-09-12	27.7	A
USGS	13305310	2015-09-13	27.5	A
USGS	13305310	2015-09-14	27.3	A
USGS	13305310	2015-09-15	38.7	A
USGS	13305310	2015-09-16	63.4	A
USGS	13305310	2015-09-17	71.0	A
USGS	13305310	2015-09-18	90.1	A
USGS	13305310	2015-09-19	83.2	A
USGS	13305310	2015-09-20	87.1	A
USGS	13305310	2015-09-21	89.9	A
USGS	13305310	2015-09-22	92.3	A
USGS	13305310	2015-09-23	99.2	A
USGS	13305310	2015-09-24	91.9	A
USGS	13305310	2015-09-25	89.6	A
USGS	13305310	2015-09-26	91.7	A
USGS	13305310	2015-09-27	88.5	A
USGS	13305310	2015-09-28	90.1	A
USGS	13305310	2015-09-29	92.5	A
USGS	13305310	2015-09-30	91.3	A
USGS	13305310	2015-10-01	99.2	A
USGS	13305310	2015-10-02	116	A
USGS	13305310	2015-10-03	120	A
USGS	13305310	2015-10-04	119	A
USGS	13305310	2015-10-05	118	A:e
USGS	13305310	2015-10-06	117	A:e
USGS	13305310	2015-10-07	116	A
USGS	13305310	2015-10-08	117	A
USGS	13305310	2015-10-09	124	A
USGS	13305310	2015-10-10	122	A
USGS	13305310	2015-10-11	122	A
USGS	13305310	2015-10-12	128	A
USGS	13305310	2015-10-13	144	A
USGS	13305310	2015-10-14	143	A
USGS	13305310	2015-10-15	145	A
USGS	13305310	2015-10-16	148	A
USGS	13305310	2015-10-17	154	A
USGS	13305310	2015-10-18	156	A
USGS	13305310	2015-10-19	175	A
USGS	13305310	2015-10-20	205	A
USGS	13305310	2015-10-21	199	A
USGS	13305310	2015-10-22	202	A
USGS	13305310	2015-10-23	204	A
USGS	13305310	2015-10-24	215	A
USGS	13305310	2015-10-25	228	A
USGS	13305310	2015-10-26	234	A
USGS	13305310	2015-10-27	247	A
USGS	13305310	2015-10-28	259	A
USGS	13305310	2015-10-29	284	A
USGS	13305310	2015-10-30	294	A
USGS	13305310	2015-10-31	304	A:e
USGS	13305310	2015-11-01	314	A:e
USGS	13305310	2015-11-02	316	A:e
USGS	13305310	2015-11-03	325	A:e
USGS	13305310	2015-11-04	327	A:e
USGS	13305310	2015-11-05	326	A:e
USGS	13305310	2015-11-06	321	A:e
USGS	13305310	2015-11-07	312	A:e
USGS	13305310	2015-11-08	311	A:e
USGS	13305310	2015-11-09	321	A:e
USGS	13305310	2015-11-10	329	A:e
USGS	13305310	2015-11-11	312	A:e
USGS	13305310	2015-11-12	316	A:e
USGS	13305310	2015-11-13	320	A:e
USGS	13305310	2015-11-14	323	A:e
USGS	13305310	2015-11-15	327	A:e
USGS	13305310	2015-11-16	326	A:e
USGS	13305310	2015-11-17	300	A
USGS	13305310	2015-11-18	311	A
USGS	13305310	2015-11-19	290	A
USGS	13305310	2015-11-20	287	A
USGS	13305310	2015-11-21	238	A
USGS	13305310	2015-11-22	250	A
USGS	13305310	2015-11-23	304	A
USGS	13305310	2015-11-24	313	A
USGS	13305310	2015-11-25	274	A
USGS	13305310	2015-11-26	239	A
USGS	13305310	2015-11-27	200	A
USGS	13305310	2015-11-28	200	A:e
USGS	13305310	2015-11-29	205	A:e
USGS	13305310	2015-11-30	208	A:e
USGS	13305310	2015-12-01	210	A:e
USGS	13305310	2015-12-02	203	A
USGS	13305310	2015-12-03	242	A
USGS	13305310	2015-12-04	339	A
USGS	13305310	2015-12-05	315	A
USGS	13305310	2015-12-06	295	A
USGS	13305310	2015-12-07	281	A
USGS	13305310	2015-12-08	286	A
USGS	13305310	2015-12-09	320	A
USGS	13305310	2015-12-10	307	A
USGS	13305310	2015-12-11	294	A
USGS	13305310	2015-12-12	286	A
USGS	13305310	2015-12-13	288	A
USGS	13305310	2015-12-14	292	A
USGS	13305310	2015-12-15	281	A
USGS	13305310	2015-12-16	271	A:e
USGS	13305310	2015-12-17	237	A:e
USGS	13305310	2015-12-18	267	A:e
USGS	13305310	2015-12-19	284	A
USGS	13305310	2015-12-20	278	A
USGS	13305310	2015-12-21	273	A
USGS	13305310	2015-12-22	273	A
USGS	13305310	2015-12-23	263	A
USGS	13305310	2015-12-24	270	A:e
USGS	13305310	2015-12-25	265	A:e
USGS	13305310	2015-12-26	260	A:e
USGS	13305310	2015-12-27	221	A
USGS	13305310	2015-12-28	273	A
USGS	13305310	2015-12-29	303	A
USGS	13305310	2015-12-30	298	A
USGS	13305310	2015-12-31	286	A:e
USGS	13305310	2016-01-01	221	A:e
USGS	13305310	2016-01-02	191	A:e
USGS	13305310	2016-01-03	232	A:e
USGS	13305310	2016-01-04	291	A
USGS	13305310	2016-01-05	344	A
USGS	13305310	2016-01-06	338	A
USGS	13305310	2016-01-07	324	A
USGS	13305310	2016-01-08	309	A
USGS	13305310	2016-01-09	284	A
USGS	13305310	2016-01-10	277	A
USGS	13305310	2016-01-11	234	A:e
USGS	13305310	2016-01-12	245	A:e
USGS	13305310	2016-01-13	258	A:e
USGS	13305310	2016-01-14	273	A:e
USGS	13305310	2016-01-15	272	A
USGS	13305310	2016-01-16	287	A
USGS	13305310	2016-01-17	282	A
USGS	13305310	2016-01-18	275	A
USGS	13305310	2016-01-19	265	A
USGS	13305310	2016-01-20	274	A
USGS	13305310	2016-01-21	266	A
USGS	13305310	2016-01-22	269	A
USGS	13305310	2016-01-23	278	A
USGS	13305310	2016-01-24	298	A
USGS	13305310	2016-01-25	306	A
USGS	13305310	2016-01-26	288	A
USGS	13305310	2016-01-27	335	A
USGS	13305310	2016-01-28	317	A
USGS	13305310	2016-01-29	276	A
USGS	13305310	2016-01-30	275	A
USGS	13305310	2016-01-31	257	A
USGS	13305310	2016-02-01	235	A
USGS	13305310	2016-02-02	247	A
USGS	13305310	2016-02-03	262	A
USGS	13305310	2016-02-04	257	A
USGS	13305310	2016-02-05	263	A
USGS	13305310	2016-02-06	286	A
USGS	13305310	2016-02-07	281	A
USGS	13305310	2016-02-08	265	A
USGS	13305310	2016-02-09	266	A
USGS	13305310	2016-02-10	268	A
USGS	13305310	2016-02-11	272	A
USGS	13305310	2016-02-12	279	A
USGS	13305310	2016-02-13	281	A
USGS	13305310	2016-02-14	278	A
USGS	13305310	2016-02-15	285	A
USGS	13305310	2016-02-16	303	A
USGS	13305310	2016-02-17	316	A
USGS	13305310	2016-02-18	341	A
USGS	13305310	2016-02-19	367	A
USGS	13305310	2016-02-20	339	A
USGS	13305310	2016-02-21	297	A
USGS	13305310	2016-02-22	307	A
USGS	13305310	2016-02-23	285	A
USGS	13305310	2016-02-24	270	A
USGS	13305310	2016-02-25	295	A
USGS	13305310	2016-02-26	299	A
USGS	13305310	2016-02-27	315	A
USGS	13305310	2016-02-28	336	A
USGS	13305310	2016-02-29	346	A
USGS	13305310	2016-03-01	311	A
USGS	13305310	2016-03-02	323	A
USGS	13305310	2016-03-03	324	A
USGS	13305310	2016-03-04	328	A
USGS	13305310	2016-03-05	343	A
USGS	13305310	2016-03-06	392	A
USGS	13305310	2016-03-07	360	A
USGS	13305310	2016-03-08	347	A
USGS	13305310	2016-03-09	334	A
USGS	13305310	2016-03-10	338	A
USGS	13305310	2016-03-11	364	A
USGS	13305310	2016-03-12	378	A
USGS	13305310	2016-03-13	373	A
USGS	13305310	2016-03-14	377	A
USGS	13305310	2016-03-15	347	A
USGS	13305310	2016-03-16	326	A
USGS	13305310	2016-03-17	328	A
USGS	13305310	2016-03-18	315	A
USGS	13305310	2016-03-19	303	A
USGS	13305310	2016-03-20	315	A
USGS	13305310	2016-03-21	324	A
USGS	13305310	2016-03-22	331	A
USGS	13305310	2016-03-23	320	A
USGS	13305310	2016-03-24	311	A
USGS	13305310	2016-03-25	313	A
USGS	13305310	2016-03-26	303	A
USGS	13305310	2016-03-27	306	A
USGS	13305310	2016-03-28	307	A
USGS	13305310	2016-03-29	307	A
USGS	13305310	2016-03-30	305	A
USGS	13305310	2016-03-31	309	A
USGS	13305310	2016-04-01	311	A
USGS	13305310	2016-04-02	315	A
USGS	13305310	2016-04-03	330	A
USGS	13305310	2016-04-04	354	A
USGS	13305310	2016-04-05	361	A
USGS	13305310	2016-04-06	347	A
USGS	13305310	2016-04-07	351	A
USGS	13305310	2016-04-08	362	A
USGS	13305310	2016-04-09	382	A
USGS	13305310	2016-04-10	413	A
USGS	13305310	2016-04-11	432	A
USGS	13305310	2016-04-12	435	A
USGS	13305310	2016-04-13	488	A
USGS	13305310	2016-04-14	503	A
USGS	13305310	2016-04-15	481	A
USGS	13305310	2016-04-16	450	A
USGS	13305310	2016-04-17	428	A
USGS	13305310	2016-04-18	414	A
USGS	13305310	2016-04-19	404	A
USGS	13305310	2016-04-20	394	A
USGS	13305310	2016-04-21	373	A
USGS	13305310	2016-04-22	422	A
USGS	13305310	2016-04-23	464	A
USGS	13305310	2016-04-24	487	A
USGS	13305310	2016-04-25	465	A
USGS	13305310	2016-04-26	433	A
USGS	13305310	2016-04-27	405	A
USGS	13305310	2016-04-28	341	A
USGS	13305310	2016-04-29	323	A
USGS	13305310	2016-04-30	301	A
USGS	13305310	2016-05-01	282	A
USGS	13305310	2016-05-02	239	A
USGS	13305310	2016-05-03	174	A
USGS	13305310	2016-05-04	110	A
USGS	13305310	2016-05-05	110	A
USGS	13305310	2016-05-06	163	A
USGS	13305310	2016-05-07	277	A
USGS	13305310	2016-05-08	347	A
USGS	13305310	2016-05-09	417	A
USGS	13305310	2016-05-10	448	A
USGS	13305310	2016-05-11	423	A
USGS	13305310	2016-05-12	377	A
USGS	13305310	2016-05-13	331	A
USGS	13305310	2016-05-14	341	A
USGS	13305310	2016-05-15	433	A
USGS	13305310	2016-05-16	551	A
USGS	13305310	2016-05-17	513	A
USGS	13305310	2016-05-18	482	A
USGS	13305310	2016-05-19	582	A
USGS	13305310	2016-05-20	706	A
USGS	13305310	2016-05-21	738	A
USGS	13305310	2016-05-22	680	A
USGS	13305310	2016-05-23	628	A
USGS	13305310	2016-05-24	582	A
USGS	13305310	2016-05-25	531	A
USGS	13305310	2016-05-26	493	A
USGS	13305310	2016-05-27	474	A
USGS	13305310	2016-05-28	468	A
USGS	13305310	2016-05-29	424	A
USGS	13305310	2016-05-30	415	A
USGS	13305310	2016-05-31	392	A
USGS	13305310	2016-06-01	391	A
USGS	13305310	2016-06-02	398	A
USGS	13305310	2016-06-03	428	A
USGS	13305310	2016-06-04	470	A
USGS	13305310	2016-06-05	565	A
USGS	13305310	2016-06-06	662	A
USGS	13305310	2016-06-07	748	A
USGS	13305310	2016-06-08	809	A
USGS	13305310	2016-06-09	827	A
USGS	13305310	2016-06-10	720	A
USGS	13305310	2016-06-11	632	A
USGS	13305310	2016-06-12	551	A
USGS	13305310	2016-06-13	482	A
USGS	13305310	2016-06-14	416	A
USGS	13305310	2016-06-15	384	A
USGS	13305310	2016-06-16	432	A
USGS	13305310	2016-06-17	371	A
USGS	13305310	2016-06-18	334	A
USGS	13305310	2016-06-19	291	A
USGS	13305310	2016-06-20	249	A
USGS	13305310	2016-06-21	221	A
USGS	13305310	2016-06-22	198	A
USGS	13305310	2016-06-23	196	A
USGS	13305310	2016-06-24	205	A
USGS	13305310	2016-06-25	194	A
USGS	13305310	2016-06-26	183	A
USGS	13305310	2016-06-27	160	A
USGS	13305310	2016-06-28	135	A
USGS	13305310	2016-06-29	121	A
USGS	13305310	2016-06-30	116	A
USGS	13305310	2016-07-01	138	A
USGS	13305310	2016-07-02	120	A
USGS	13305310	2016-07-03	101	A
USGS	13305310	2016-07-04	95.6	A
USGS	13305310	2016-07-05	82.2	A
USGS	13305310	2016-07-06	66.6	A
USGS	13305310	2016-07-07	54.8	A
USGS	13305310	2016-07-08	42.7	A
USGS	13305310	2016-07-09	30.5	A
USGS	13305310	2016-07-10	32.5	A
USGS	13305310	2016-07-11	63.0	A
USGS	13305310	2016-07-12	61.0	A
USGS	13305310	2016-07-13	67.3	A
USGS	13305310	2016-07-14	47.5	A
USGS	13305310	2016-07-15	35.7	A
USGS	13305310	2016-07-16	33.1	A
USGS	13305310	2016-07-17	34.5	A
USGS	13305310	2016-07-18	39.8	A
USGS	13305310	2016-07-19	29.6	A
USGS	13305310	2016-07-20	26.7	A
USGS	13305310	2016-07-21	27.2	A
USGS	13305310	2016-07-22	26.8	A
USGS	13305310	2016-07-23	26.8	A
USGS	13305310	2016-07-24	27.0	A
USGS	13305310	2016-07-25	27.0	A
USGS	13305310	2016-07-26	27.1	A
USGS	13305310	2016-07-27	26.6	A
USGS	13305310	2016-07-28	26.6	A
USGS	13305310	2016-07-29	26.9	A
USGS	13305310	2016-07-30	26.6	A
USGS	13305310	2016-07-31	27.0	A
USGS	13305310	2016-08-01	26.8	A
USGS	13305310	2016-08-02	26.6	A
USGS	13305310	2016-08-03	26.6	A
USGS	13305310	2016-08-04	26.7	A
USGS	13305310	2016-08-05	27.3	A
USGS	13305310	2016-08-06	27.5	A
USGS	13305310	2016-08-07	27.6	A
USGS	13305310	2016-08-08	26.8	A
USGS	13305310	2016-08-09	26.8	A
USGS	13305310	2016-08-10	26.6	A
USGS	13305310	2016-08-11	27.3	A
USGS	13305310	2016-08-12	27.4	A
USGS	13305310	2016-08-13	27.5	A
USGS	13305310	2016-08-14	27.8	A
USGS	13305310	2016-08-15	27.5	A
USGS	13305310	2016-08-16	26.1	A
USGS	13305310	2016-08-17	25.9	A
USGS	13305310	2016-08-18	26.1	A
USGS	13305310	2016-08-19	26.5	A
USGS	13305310	2016-08-20	26.0	A
USGS	13305310	2016-08-21	25.7	A
USGS	13305310	2016-08-22	25.5	A
USGS	13305310	2016-08-23	25.2	A
USGS	13305310	2016-08-24	25.4	A
USGS	13305310	2016-08-25	25.6	A
USGS	13305310	2016-08-26	25.8	A
USGS	13305310	2016-08-27	25.8	A
USGS	13305310	2016-08-28	25.6	A
USGS	13305310	2016-08-29	25.3	A
USGS	13305310	2016-08-30	25.0	A
USGS	13305310	2016-08-31	25.0	A
USGS	13305310	2016-09-01	25.1	A
USGS	13305310	2016-09-02	25.1	A
USGS	13305310	2016-09-03	25.3	A
USGS	13305310	2016-09-04	25.6	A
USGS	13305310	2016-09-05	51.6	A
USGS	13305310	2016-09-06	27.5	A
USGS	13305310	2016-09-07	25.3	A
USGS	13305310	2016-09-08	25.2	A
USGS	13305310	2016-09-09	24.3	A
USGS	13305310	2016-09-10	25.0	A
USGS	13305310	2016-09-11	24.7	A
USGS	13305310	2016-09-12	25.0	A
USGS	13305310	2016-09-13	25.2	A
USGS	13305310	2016-09-14	25.3	A
USGS	13305310	2016-09-15	25.8	A
USGS	13305310	2016-09-16	25.6	A
USGS	13305310	2016-09-17	26.1	A
USGS	13305310	2016-09-18	28.9	A
USGS	13305310	2016-09-19	25.4	A
USGS	13305310	2016-09-20	25.3	A
USGS	13305310	2016-09-21	25.9	A
USGS	13305310	2016-09-22	41.1	A
USGS	13305310	2016-09-23	72.8	A
USGS	13305310	2016-09-24	61.6	A
USGS	13305310	2016-09-25	47.9	A
USGS	13305310	2016-09-26	48.0	A
USGS	13305310	2016-09-27	40.8	A
USGS	13305310	2016-09-28	34.0	A
USGS	13305310	2016-09-29	29.7	A
USGS	13305310	2016-09-30	37.9	A
USGS	13305310	2016-10-01	53.1	A
USGS	13305310	2016-10-02	71.2	A
USGS	13305310	2016-10-03	111	A
USGS	13305310	2016-10-04	146	A
USGS	13305310	2016-10-05	178	A
USGS	13305310	2016-10-06	195	A
USGS	13305310	2016-10-07	200	A
USGS	13305310	2016-10-08	206	A
USGS	13305310	2016-10-09	212	A
USGS	13305310	2016-10-10	220	A
USGS	13305310	2016-10-11	221	A
