# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-11-12 12:47:10 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 13305000 LEMHI RIVER NR LEMHI ID
# -----------------------------------------------------------------------------------
#
# Data provided for site 13305000
#            TS   parameter     statistic     Description
#         46354       00010     00001     Temperature, water, degrees Celsius (Maximum)
#         46355       00010     00002     Temperature, water, degrees Celsius (Minimum)
#         46356       00010     00003     Temperature, water, degrees Celsius (Mean)
#         46357       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	46357_00060_00003	46357_00060_00003_cd
USGS	13305000	2015-06-25	206	A
USGS	13305000	2015-06-26	200	A
USGS	13305000	2015-06-27	194	A
USGS	13305000	2015-06-28	184	A
USGS	13305000	2015-06-29	182	A
USGS	13305000	2015-06-30	188	A
USGS	13305000	2015-07-01	184	A
USGS	13305000	2015-07-02	163	A
USGS	13305000	2015-07-03	154	A
USGS	13305000	2015-07-04	141	A
USGS	13305000	2015-07-05	137	A
USGS	13305000	2015-07-06	143	A
USGS	13305000	2015-07-07	144	A
USGS	13305000	2015-07-08	137	A
USGS	13305000	2015-07-09	145	A
USGS	13305000	2015-07-10	154	A
USGS	13305000	2015-07-11	153	A
USGS	13305000	2015-07-12	162	A
USGS	13305000	2015-07-13	153	A
USGS	13305000	2015-07-14	153	A
USGS	13305000	2015-07-15	162	A
USGS	13305000	2015-07-16	159	A
USGS	13305000	2015-07-17	148	A
USGS	13305000	2015-07-18	151	A
USGS	13305000	2015-07-19	158	A
USGS	13305000	2015-07-20	146	A
USGS	13305000	2015-07-21	135	A
USGS	13305000	2015-07-22	138	A
USGS	13305000	2015-07-23	157	A
USGS	13305000	2015-07-24	157	A
USGS	13305000	2015-07-25	152	A
USGS	13305000	2015-07-26	152	A
USGS	13305000	2015-07-27	181	A
USGS	13305000	2015-07-28	209	A
USGS	13305000	2015-07-29	175	A
USGS	13305000	2015-07-30	163	A
USGS	13305000	2015-07-31	156	A
USGS	13305000	2015-08-01	145	A
USGS	13305000	2015-08-02	135	A
USGS	13305000	2015-08-03	131	A
USGS	13305000	2015-08-04	122	A
USGS	13305000	2015-08-05	124	A
USGS	13305000	2015-08-06	134	A
USGS	13305000	2015-08-07	116	A
USGS	13305000	2015-08-08	134	A
USGS	13305000	2015-08-09	148	A
USGS	13305000	2015-08-10	135	A
USGS	13305000	2015-08-11	125	A
USGS	13305000	2015-08-12	115	A
USGS	13305000	2015-08-13	113	A
USGS	13305000	2015-08-14	120	A
USGS	13305000	2015-08-15	117	A
USGS	13305000	2015-08-16	118	A
USGS	13305000	2015-08-17	116	A
USGS	13305000	2015-08-18	112	A
USGS	13305000	2015-08-19	109	A
USGS	13305000	2015-08-20	106	A
USGS	13305000	2015-08-21	103	A
USGS	13305000	2015-08-22	105	A
USGS	13305000	2015-08-23	106	A
USGS	13305000	2015-08-24	104	A
USGS	13305000	2015-08-25	98.4	A
USGS	13305000	2015-08-26	97.1	A
USGS	13305000	2015-08-27	96.4	A
USGS	13305000	2015-08-28	97.8	A
USGS	13305000	2015-08-29	98.4	A
USGS	13305000	2015-08-30	99.2	A
USGS	13305000	2015-08-31	98.2	A
USGS	13305000	2015-09-01	96.2	A
USGS	13305000	2015-09-02	103	A
USGS	13305000	2015-09-03	116	A
USGS	13305000	2015-09-04	115	A
USGS	13305000	2015-09-05	106	A
USGS	13305000	2015-09-06	95.6	A
USGS	13305000	2015-09-07	95.0	A
USGS	13305000	2015-09-08	96.7	A
USGS	13305000	2015-09-09	98.5	A
USGS	13305000	2015-09-10	100	A
USGS	13305000	2015-09-11	101	A
USGS	13305000	2015-09-12	109	A
USGS	13305000	2015-09-13	107	A
USGS	13305000	2015-09-14	107	A
USGS	13305000	2015-09-15	114	A
USGS	13305000	2015-09-16	130	A
USGS	13305000	2015-09-17	126	A
USGS	13305000	2015-09-18	135	A
USGS	13305000	2015-09-19	135	A
USGS	13305000	2015-09-20	140	A
USGS	13305000	2015-09-21	143	A
USGS	13305000	2015-09-22	145	A
USGS	13305000	2015-09-23	149	A
USGS	13305000	2015-09-24	143	A
USGS	13305000	2015-09-25	138	A
USGS	13305000	2015-09-26	137	A
USGS	13305000	2015-09-27	140	A
USGS	13305000	2015-09-28	146	A
USGS	13305000	2015-09-29	150	A
USGS	13305000	2015-09-30	146	A
USGS	13305000	2015-10-01	149	A
USGS	13305000	2015-10-02	155	A
USGS	13305000	2015-10-03	155	A
USGS	13305000	2015-10-04	157	A
USGS	13305000	2015-10-05	158	A
USGS	13305000	2015-10-06	157	A
USGS	13305000	2015-10-07	154	A
USGS	13305000	2015-10-08	159	A
USGS	13305000	2015-10-09	167	A
USGS	13305000	2015-10-10	161	A
USGS	13305000	2015-10-11	160	A
USGS	13305000	2015-10-12	168	A
USGS	13305000	2015-10-13	176	A
USGS	13305000	2015-10-14	178	A
USGS	13305000	2015-10-15	182	A
USGS	13305000	2015-10-16	184	A
USGS	13305000	2015-10-17	196	A
USGS	13305000	2015-10-18	199	A
USGS	13305000	2015-10-19	215	A
USGS	13305000	2015-10-20	251	A
USGS	13305000	2015-10-21	238	A
USGS	13305000	2015-10-22	231	A
USGS	13305000	2015-10-23	238	A
USGS	13305000	2015-10-24	251	A
USGS	13305000	2015-10-25	257	A
USGS	13305000	2015-10-26	255	A
USGS	13305000	2015-10-27	264	A
USGS	13305000	2015-10-28	269	A
USGS	13305000	2015-10-29	278	A
USGS	13305000	2015-10-30	275	A
USGS	13305000	2015-10-31	273	A
USGS	13305000	2015-11-01	271	A
USGS	13305000	2015-11-02	272	A
USGS	13305000	2015-11-03	288	A
USGS	13305000	2015-11-04	288	A:e
USGS	13305000	2015-11-05	287	A:e
USGS	13305000	2015-11-06	280	A:e
USGS	13305000	2015-11-07	271	A
USGS	13305000	2015-11-08	271	A
USGS	13305000	2015-11-09	283	A
USGS	13305000	2015-11-10	295	A
USGS	13305000	2015-11-11	272	A
USGS	13305000	2015-11-12	276	A
USGS	13305000	2015-11-13	276	A
USGS	13305000	2015-11-14	281	A
USGS	13305000	2015-11-15	282	A
USGS	13305000	2015-11-16	279	A
USGS	13305000	2015-11-17	251	A
USGS	13305000	2015-11-18	265	A
USGS	13305000	2015-11-19	241	A
USGS	13305000	2015-11-20	241	A
USGS	13305000	2015-11-21	195	A:e
USGS	13305000	2015-11-22	208	A:e
USGS	13305000	2015-11-23	216	A:e
USGS	13305000	2015-11-24	231	A:e
USGS	13305000	2015-11-25	236	A
USGS	13305000	2015-11-26	195	A:e
USGS	13305000	2015-11-27	166	A:e
USGS	13305000	2015-11-28	148	A:e
USGS	13305000	2015-11-29	150	A:e
USGS	13305000	2015-11-30	159	A:e
USGS	13305000	2015-12-01	163	A:e
USGS	13305000	2015-12-02	166	A:e
USGS	13305000	2015-12-03	199	A:e
USGS	13305000	2015-12-04	289	A:e
USGS	13305000	2015-12-05	234	A
USGS	13305000	2015-12-06	226	A
USGS	13305000	2015-12-07	228	A
USGS	13305000	2015-12-08	239	A
USGS	13305000	2015-12-09	251	A
USGS	13305000	2015-12-10	247	A
USGS	13305000	2015-12-11	242	A
USGS	13305000	2015-12-12	238	A
USGS	13305000	2015-12-13	241	A
USGS	13305000	2015-12-14	247	A
USGS	13305000	2015-12-15	240	A
USGS	13305000	2015-12-16	222	A:e
USGS	13305000	2015-12-17	185	A:e
USGS	13305000	2015-12-18	208	A:e
USGS	13305000	2015-12-19	237	A:e
USGS	13305000	2015-12-20	239	A
USGS	13305000	2015-12-21	238	A
USGS	13305000	2015-12-22	238	A
USGS	13305000	2015-12-23	231	A:e
USGS	13305000	2015-12-24	225	A:e
USGS	13305000	2015-12-25	219	A:e
USGS	13305000	2015-12-26	210	A:e
USGS	13305000	2015-12-27	175	A:e
USGS	13305000	2015-12-28	211	A:e
USGS	13305000	2015-12-29	256	A:e
USGS	13305000	2015-12-30	251	A:e
USGS	13305000	2015-12-31	227	A:e
USGS	13305000	2016-01-01	165	A:e
USGS	13305000	2016-01-02	136	A:e
USGS	13305000	2016-01-03	171	A:e
USGS	13305000	2016-01-04	218	A:e
USGS	13305000	2016-01-05	272	A:e
USGS	13305000	2016-01-06	260	A:e
USGS	13305000	2016-01-07	240	A
USGS	13305000	2016-01-08	240	A
USGS	13305000	2016-01-09	240	A
USGS	13305000	2016-01-10	236	A
USGS	13305000	2016-01-11	186	A:e
USGS	13305000	2016-01-12	195	A:e
USGS	13305000	2016-01-13	222	A:e
USGS	13305000	2016-01-14	227	A:e
USGS	13305000	2016-01-15	230	A:e
USGS	13305000	2016-01-16	236	A:e
USGS	13305000	2016-01-17	236	A
USGS	13305000	2016-01-18	238	A
USGS	13305000	2016-01-19	235	A
USGS	13305000	2016-01-20	238	A
USGS	13305000	2016-01-21	236	A
USGS	13305000	2016-01-22	237	A
USGS	13305000	2016-01-23	234	A
USGS	13305000	2016-01-24	236	A
USGS	13305000	2016-01-25	235	A
USGS	13305000	2016-01-26	226	A
USGS	13305000	2016-01-27	239	A
USGS	13305000	2016-01-28	239	A
USGS	13305000	2016-01-29	239	A
USGS	13305000	2016-01-30	239	A
USGS	13305000	2016-01-31	218	A:e
USGS	13305000	2016-02-01	188	A:e
USGS	13305000	2016-02-02	199	A:e
USGS	13305000	2016-02-03	203	A:e
USGS	13305000	2016-02-04	206	A:e
USGS	13305000	2016-02-05	205	A:e
USGS	13305000	2016-02-06	217	A:e
USGS	13305000	2016-02-07	221	A:e
USGS	13305000	2016-02-08	229	A
USGS	13305000	2016-02-09	229	A
USGS	13305000	2016-02-10	230	A
USGS	13305000	2016-02-11	235	A
USGS	13305000	2016-02-12	239	A
USGS	13305000	2016-02-13	238	A
USGS	13305000	2016-02-14	235	A
USGS	13305000	2016-02-15	241	A
USGS	13305000	2016-02-16	259	A
USGS	13305000	2016-02-17	267	A
USGS	13305000	2016-02-18	280	A
USGS	13305000	2016-02-19	268	A
USGS	13305000	2016-02-20	259	A
USGS	13305000	2016-02-21	239	A
USGS	13305000	2016-02-22	254	A
USGS	13305000	2016-02-23	218	A:e
USGS	13305000	2016-02-24	210	A:e
USGS	13305000	2016-02-25	246	A
USGS	13305000	2016-02-26	247	A
USGS	13305000	2016-02-27	254	A
USGS	13305000	2016-02-28	258	A
USGS	13305000	2016-02-29	255	A
USGS	13305000	2016-03-01	244	A
USGS	13305000	2016-03-02	252	A
USGS	13305000	2016-03-03	251	A
USGS	13305000	2016-03-04	254	A
USGS	13305000	2016-03-05	265	A
USGS	13305000	2016-03-06	284	A
USGS	13305000	2016-03-07	278	A
USGS	13305000	2016-03-08	274	A
USGS	13305000	2016-03-09	263	A
USGS	13305000	2016-03-10	263	A
USGS	13305000	2016-03-11	288	A
USGS	13305000	2016-03-12	303	A
USGS	13305000	2016-03-13	302	A
USGS	13305000	2016-03-14	297	A
USGS	13305000	2016-03-15	276	A
USGS	13305000	2016-03-16	262	A
USGS	13305000	2016-03-17	269	A
USGS	13305000	2016-03-18	256	A
USGS	13305000	2016-03-19	245	A
USGS	13305000	2016-03-20	258	A
USGS	13305000	2016-03-21	269	A
USGS	13305000	2016-03-22	270	A
USGS	13305000	2016-03-23	257	A
USGS	13305000	2016-03-24	254	A
USGS	13305000	2016-03-25	254	A
USGS	13305000	2016-03-26	246	A
USGS	13305000	2016-03-27	250	A
USGS	13305000	2016-03-28	249	A
USGS	13305000	2016-03-29	249	A
USGS	13305000	2016-03-30	245	A
USGS	13305000	2016-03-31	248	A
USGS	13305000	2016-04-01	248	A
USGS	13305000	2016-04-02	251	A
USGS	13305000	2016-04-03	262	A
USGS	13305000	2016-04-04	277	A
USGS	13305000	2016-04-05	278	A
USGS	13305000	2016-04-06	267	A
USGS	13305000	2016-04-07	268	A
USGS	13305000	2016-04-08	278	A
USGS	13305000	2016-04-09	294	A
USGS	13305000	2016-04-10	312	A
USGS	13305000	2016-04-11	319	A
USGS	13305000	2016-04-12	328	A
USGS	13305000	2016-04-13	369	A
USGS	13305000	2016-04-14	376	A
USGS	13305000	2016-04-15	355	A
USGS	13305000	2016-04-16	332	A
USGS	13305000	2016-04-17	316	A
USGS	13305000	2016-04-18	309	A
USGS	13305000	2016-04-19	304	A
USGS	13305000	2016-04-20	311	A
USGS	13305000	2016-04-21	336	A
USGS	13305000	2016-04-22	378	A
USGS	13305000	2016-04-23	408	A
USGS	13305000	2016-04-24	421	A
USGS	13305000	2016-04-25	407	A
USGS	13305000	2016-04-26	385	A
USGS	13305000	2016-04-27	349	A
USGS	13305000	2016-04-28	300	A
USGS	13305000	2016-04-29	278	A
USGS	13305000	2016-04-30	251	A
USGS	13305000	2016-05-01	231	A
USGS	13305000	2016-05-02	211	A
USGS	13305000	2016-05-03	179	A
USGS	13305000	2016-05-04	173	A
USGS	13305000	2016-05-05	192	A
USGS	13305000	2016-05-06	229	A
USGS	13305000	2016-05-07	309	A
USGS	13305000	2016-05-08	353	A
USGS	13305000	2016-05-09	387	A
USGS	13305000	2016-05-10	388	A
USGS	13305000	2016-05-11	357	A
USGS	13305000	2016-05-12	318	A
USGS	13305000	2016-05-13	304	A
USGS	13305000	2016-05-14	336	A
USGS	13305000	2016-05-15	419	A
USGS	13305000	2016-05-16	478	A
USGS	13305000	2016-05-17	428	A
USGS	13305000	2016-05-18	416	A
USGS	13305000	2016-05-19	486	A
USGS	13305000	2016-05-20	554	A
USGS	13305000	2016-05-21	543	A
USGS	13305000	2016-05-22	503	A
USGS	13305000	2016-05-23	458	A
USGS	13305000	2016-05-24	421	A
USGS	13305000	2016-05-25	379	A
USGS	13305000	2016-05-26	351	A
USGS	13305000	2016-05-27	343	A
USGS	13305000	2016-05-28	340	A
USGS	13305000	2016-05-29	325	A
USGS	13305000	2016-05-30	325	A
USGS	13305000	2016-05-31	333	A
USGS	13305000	2016-06-01	341	A
USGS	13305000	2016-06-02	343	A
USGS	13305000	2016-06-03	373	A
USGS	13305000	2016-06-04	414	A
USGS	13305000	2016-06-05	491	A
USGS	13305000	2016-06-06	576	A
USGS	13305000	2016-06-07	697	A
USGS	13305000	2016-06-08	800	A
USGS	13305000	2016-06-09	832	A
USGS	13305000	2016-06-10	666	A
USGS	13305000	2016-06-11	569	A
USGS	13305000	2016-06-12	469	A
USGS	13305000	2016-06-13	395	A
USGS	13305000	2016-06-14	352	A
USGS	13305000	2016-06-15	325	A
USGS	13305000	2016-06-16	354	A
USGS	13305000	2016-06-17	304	A
USGS	13305000	2016-06-18	277	A
USGS	13305000	2016-06-19	270	A
USGS	13305000	2016-06-20	256	A
USGS	13305000	2016-06-21	256	A
USGS	13305000	2016-06-22	252	A
USGS	13305000	2016-06-23	241	A
USGS	13305000	2016-06-24	252	A
USGS	13305000	2016-06-25	243	A
USGS	13305000	2016-06-26	217	A
USGS	13305000	2016-06-27	203	A
USGS	13305000	2016-06-28	201	A
USGS	13305000	2016-06-29	197	A
USGS	13305000	2016-06-30	210	A
USGS	13305000	2016-07-01	221	A
USGS	13305000	2016-07-02	200	A
USGS	13305000	2016-07-03	183	A
USGS	13305000	2016-07-04	178	A
USGS	13305000	2016-07-05	172	A
USGS	13305000	2016-07-06	160	A
USGS	13305000	2016-07-07	150	A
USGS	13305000	2016-07-08	146	A
USGS	13305000	2016-07-09	141	A
USGS	13305000	2016-07-10	149	A
USGS	13305000	2016-07-11	160	A
USGS	13305000	2016-07-12	149	A
USGS	13305000	2016-07-13	150	A
USGS	13305000	2016-07-14	136	A
USGS	13305000	2016-07-15	129	A
USGS	13305000	2016-07-16	141	A
USGS	13305000	2016-07-17	137	A
USGS	13305000	2016-07-18	144	A
USGS	13305000	2016-07-19	130	A
USGS	13305000	2016-07-20	122	A
USGS	13305000	2016-07-21	122	A
USGS	13305000	2016-07-22	116	A
USGS	13305000	2016-07-23	111	A
USGS	13305000	2016-07-24	105	A
USGS	13305000	2016-07-25	108	A
USGS	13305000	2016-07-26	115	A
USGS	13305000	2016-07-27	112	A
USGS	13305000	2016-07-28	102	A
USGS	13305000	2016-07-29	103	A
USGS	13305000	2016-07-30	99.0	A
USGS	13305000	2016-07-31	97.2	A
USGS	13305000	2016-08-01	94.0	A
USGS	13305000	2016-08-02	95.0	A
USGS	13305000	2016-08-03	102	A
USGS	13305000	2016-08-04	98.2	A
USGS	13305000	2016-08-05	96.4	A
USGS	13305000	2016-08-06	99.1	A
USGS	13305000	2016-08-07	105	A
USGS	13305000	2016-08-08	103	A
USGS	13305000	2016-08-09	99.5	A
USGS	13305000	2016-08-10	98.2	A
USGS	13305000	2016-08-11	100	A
USGS	13305000	2016-08-12	98.5	A
USGS	13305000	2016-08-13	93.6	A
USGS	13305000	2016-08-14	93.7	A
USGS	13305000	2016-08-15	97.7	A
USGS	13305000	2016-08-16	93.8	A
USGS	13305000	2016-08-17	93.0	A
USGS	13305000	2016-08-18	95.2	A
USGS	13305000	2016-08-19	100	A
USGS	13305000	2016-08-20	106	A
USGS	13305000	2016-08-21	103	A
USGS	13305000	2016-08-22	102	A
USGS	13305000	2016-08-23	103	A
USGS	13305000	2016-08-24	104	A
USGS	13305000	2016-08-25	105	A
USGS	13305000	2016-08-26	105	A
USGS	13305000	2016-08-27	104	A
USGS	13305000	2016-08-28	102	A
USGS	13305000	2016-08-29	99.2	A
USGS	13305000	2016-08-30	94.5	A
USGS	13305000	2016-08-31	92.8	A
USGS	13305000	2016-09-01	91.2	A
USGS	13305000	2016-09-02	95.9	A
USGS	13305000	2016-09-03	100	A
USGS	13305000	2016-09-04	98.9	A
USGS	13305000	2016-09-05	115	A
USGS	13305000	2016-09-06	94.9	A
USGS	13305000	2016-09-07	85.9	A
USGS	13305000	2016-09-08	86.9	A
USGS	13305000	2016-09-09	86.7	A
USGS	13305000	2016-09-10	86.8	A
USGS	13305000	2016-09-11	85.3	A
USGS	13305000	2016-09-12	91.2	A
USGS	13305000	2016-09-13	99.8	A
USGS	13305000	2016-09-14	103	A
USGS	13305000	2016-09-15	108	A
USGS	13305000	2016-09-16	114	A
USGS	13305000	2016-09-17	119	A
USGS	13305000	2016-09-18	118	A
USGS	13305000	2016-09-19	106	A
USGS	13305000	2016-09-20	105	A
USGS	13305000	2016-09-21	108	A
USGS	13305000	2016-09-22	128	A
USGS	13305000	2016-09-23	141	A
USGS	13305000	2016-09-24	133	A
USGS	13305000	2016-09-25	123	A
USGS	13305000	2016-09-26	123	A
USGS	13305000	2016-09-27	116	A
USGS	13305000	2016-09-28	112	A
USGS	13305000	2016-09-29	113	A
USGS	13305000	2016-09-30	120	A
USGS	13305000	2016-10-01	137	A
USGS	13305000	2016-10-02		
USGS	13305000	2016-10-03	171	A
USGS	13305000	2016-10-04	203	A
USGS	13305000	2016-10-05	213	A
USGS	13305000	2016-10-06	218	A
USGS	13305000	2016-10-07	226	A
USGS	13305000	2016-10-08	230	A
USGS	13305000	2016-10-09	231	A
USGS	13305000	2016-10-10	232	A
USGS	13305000	2016-10-11	237	A
USGS	13305000	2016-10-12	233	A
USGS	13305000	2016-10-13	231	A
USGS	13305000	2016-10-14	242	A
USGS	13305000	2016-10-15	269	A
USGS	13305000	2016-10-16	277	A
USGS	13305000	2016-10-17	277	A
USGS	13305000	2016-10-18	278	A
